alpha,chi,q,status,residual,discriminant_normalized,omega_res_M,radius_M,radius_over_cloud,eta_M,delta_gamma_M,analytic_q
0.043613531568229856,0.7442833333333333,0.9094563015559104,physical_root,1.6757545947167375e-16,1.2646798883775499e-16,4.268591313420424e-10,2188333.575605074,1040.6292811982694,9.414993194207621e-15,1.8829986388415246e-14,0.909456301555911
0.043613531568229856,0.7492777777777778,0.8972678691919566,physical_root,3.33050389624485e-16,3.1221925563805043e-16,4.2972353004830347e-10,2173952.88452295,1033.7907587761165,9.474373005363596e-15,1.8948746010727185e-14,0.8972678691919562
0.043613531568229856,0.7542722222222222,0.8853844723374716,physical_root,0.0,0.0,4.325879287545645e-10,2159817.4435849194,1027.0688613895647,9.53365678797054e-15,1.906731357594108e-14,0.8853844723374716
0.043613531568229856,0.7592666666666666,0.873794496655663,physical_root,1.644686416698148e-16,1.827331096505144e-16,4.3545232746082546e-10,2145920.238033702,1020.4602532757724,9.592842711070957e-15,1.918568542214191e-14,0.873794496655663
0.043613531568229856,0.7642611111111111,0.862486898138277,physical_root,0.0,0.0,4.3831672616708653e-10,2132254.532950657,1013.9617317449748,9.651928870961177e-15,1.9303857741922353e-14,0.8624868981382771
0.043613531568229856,0.7692555555555556,0.8514511677056954,physical_root,1.6246894230967227e-16,1.783165856977412e-16,4.411811248733476e-10,2118813.858566858,1007.570220195386,9.710913286028679e-15,1.942182657205736e-14,0.851451167705696
0.043613531568229856,0.77425,0.8406772983348537,physical_root,1.6148977430113225e-16,1.761737053640797e-16,4.440455235796086e-10,2105591.996493865,1001.2827615654479,9.769793891098168e-15,1.9539587782196334e-14,0.8406772983348537
0.043613531568229856,0.7792444444444444,0.8301557544980116,physical_root,1.2841925498544494e-15,1.2765351500436164e-15,4.4690992228586964e-10,2092582.9668033486,995.0965121897394,9.828568531227444e-15,1.9657137062454913e-14,0.8301557544980139
0.043613531568229856,0.7842388888888889,0.8198774437151608,physical_root,0.0,0.0,4.497743209921307e-10,2079781.0158905704,989.0087360276356,9.887234954885506e-15,1.977446990977101e-14,0.8198774437151612
0.043613531568229856,0.7892333333333333,0.8098336900403028,physical_root,1.5863211293578187e-16,1.6999386629749549e-16,4.526387196983917e-10,2067180.6050619076,983.0167992362766,9.945790806434783e-15,1.989158161286957e-14,0.8098336900403033
0.043613531568229856,0.7942277777777778,0.8000162093175327,physical_root,1.5770541459871456e-16,1.6801352459441392e-16,4.555031184046527e-10,2054776.3997913436,977.1181650616519,1.0004233617828387e-14,2.000846723565677e-14,0.8000162093175326
0.043613531568229856,0.7992222222222222,0.7904170860564558,physical_root,0.0,0.0,4.583675171109137e-10,2042563.2595949317,971.3103890235533,1.006256079941808e-14,2.012512159883616e-14,0.7904170860564558
0.043613531568229856,0.8042166666666667,0.78102875178873,physical_root,1.5588950921319802e-16,1.094444023575202e-16,4.612319158171748e-10,2030536.2284759735,965.5911143719225,1.012076962975293e-14,2.0241539259505856e-14,0.7810287517887302
0.043613531568229856,0.8092111111111111,0.7718439647780937,physical_root,0.0,0.0,4.6409631452343577e-10,2018690.5258968817,959.9580677936556,1.017885724422811e-14,2.035771448845622e-14,0.7718439647780939
0.043613531568229856,0.8142055555555555,0.7628557909655257,physical_root,1.5412224836553354e-16,1.0697700783708362e-16,4.669607132296968e-10,2007021.5382365375,954.4090553502771,1.0236820622419951e-14,2.0473641244839906e-14,0.7628557909655261
0.043613531568229856,0.8192,0.7540575860390955,physical_root,0.0,0.0,4.698251119359579e-10,1995524.8106943825,948.9419586280522,1.0294656573914442e-14,2.0589313147828884e-14,0.7540575860390956
0.043613531568229856,0.8241944444444445,0.7454429785247478,physical_root,0.0,0.0,4.726895106422188e-10,1984196.0396045295,943.5547310830772,1.0352361722402199e-14,2.0704723444804397e-14,0.7454429785247476
0.043613531568229856,0.8291888888888889,0.7370058537996539,physical_root,3.0311854803966517e-16,3.1034593543726195e-16,4.755539093484799e-10,1973031.065124809,938.2453945646645,1.0409932487770873e-14,2.081986497554175e-14,0.7370058537996542
0.043613531568229856,0.8341833333333333,0.7287403389339424,physical_root,1.5072769512793434e-16,2.046331014099628e-16,4.78418308054741e-10,1962025.864266927,933.0120360009391,1.0467365065875172e-14,2.0934730131750348e-14,0.7287403389339431
0.043613531568229856,0.8391777777777778,0.7206407882693762,physical_root,1.4990721782703332e-16,2.024113485146723e-16,4.81282706761002e-10,1951176.5442346605,927.8528042309173,1.0524655405601873e-14,2.1049310811203744e-14,0.7206407882693765
0.043613531568229856,0.8441722222222222,0.7127017696449703,physical_root,0.0,0.0,4.84147105467263e-10,1940479.3360373706,922.7659069675071,1.0581799182770454e-14,2.116359836554091e-14,0.7127017696449705
0.043613531568229856,0.8491666666666666,0.7049180511792417,physical_root,0.0,0.0,4.87011504173524e-10,1929930.588345821,917.7496078757364,1.0638791770313977e-14,2.1277583540627954e-14,0.7049180511792418
0.043613531568229856,0.8541611111111111,0.6972845885166911,physical_root,0.0,0.0,4.898759028797851e-10,1919526.7615564326,912.8022237500968,1.0695628204065523e-14,2.1391256408131047e-14,0.697284588516691
0.043613531568229856,0.8591555555555556,0.6897965124417389,physical_root,1.467333825517595e-16,9.696558744289413e-17,4.927403015860461e-10,1909264.422028381,907.9221217740824,1.0752303143325204e-14,2.150460628665041e-14,0.6897965124417393
0.043613531568229856,0.86415,0.6824491167562345,physical_root,0.0,0.0,4.956047002923071e-10,1899140.2364553136,903.1077168437437,1.0808810825192363e-14,2.1617621650384725e-14,0.6824491167562349
0.043613531568229856,0.8691444444444445,0.6752378463060866,physical_root,1.4520945728620996e-16,1.899238803165229e-16,4.984690989985682e-10,1889150.966329544,898.3574689352178,1.0865145011404534e-14,2.1730290022809065e-14,0.6752378463060867
0.043613531568229856,0.8741388888888889,0.6681582850275486,physical_root,1.4446283552131774e-16,1.8797584254664013e-16,5.013334977048291e-10,1879293.4624511038,893.6698804935909,1.0921298926111737e-14,2.184259785222347e-14,0.6681582850275484
0.043613531568229856,0.8791333333333333,0.6612061438628191,physical_root,1.4372630925794652e-16,1.8606398457539974e-16,5.041978964110902e-10,1869564.6594264095,889.0434938168212,1.0977265182608124e-14,2.1954530365216244e-14,0.6612061438628192
0.043613531568229856,0.8841277777777777,0.6543772483659719,physical_root,1.4299979206458674e-16,9.209384095334901e-17,5.070622951173512e-10,1859961.57009091,884.4768884035122,1.1033035696509514e-14,2.206607139301903e-14,0.6543772483659721
0.043613531568229856,0.8891222222222223,0.6476675257809535,physical_root,1.849681709977523e-15,1.8234634808130277e-15,5.099266938236122e-10,1850481.2797757904,879.9686782265305,1.108860158215847e-14,2.2177203164316898e-14,0.6476675257809519
0.043613531568229856,0.8941166666666667,0.6410729913195271,physical_root,0.0,0.0,5.127910925298732e-10,1841120.9403192953,875.5175088851786,1.1143953028090629e-14,2.2287906056181257e-14,0.641072991319527
0.043613531568229856,0.8991111111111111,0.6345897332927192,physical_root,4.2263880534943074e-16,4.469161096095546e-16,5.156554912361343e-10,1831877.7636962335,871.1220545758026,1.1199079146110992e-14,2.2398158292221975e-14,0.6345897332927193
0.043613531568229856,0.9041055555555556,0.6282138966456965,physical_root,0.0,0.0,5.185198899423954e-10,1822749.0151016468,866.7810148028339,1.1253967786759615e-14,2.250793557351923e-14,0.6282138966456967
0.043613531568229856,0.9091,0.6219416643003222,physical_root,1.5346666929157352e-15,1.57788389924992e-15,5.213842886486564e-10,1813732.0052717314,862.4931107271182,1.1308605311482579e-14,2.2617210622965123e-14,0.6219416643003212
0.043613531568229856,0.9140944444444444,0.6157692355013109,physical_root,1.388475842623746e-16,1.736466568238057e-16,5.242486873549174e-10,1804824.0817494793,858.257081012422,1.1362976308328614e-14,2.272595261665723e-14,0.6157692355013114
0.043613531568229856,0.9190888888888888,0.6096928000600004,physical_root,0.0,0.0,5.271130860611784e-10,1796022.618692843,854.0716769788582,1.1417063232956569e-14,2.2834126465913138e-14,0.6096928000600005
0.043613531568229856,0.9240833333333334,0.603708506943411,physical_root,1.3754188814065262e-16,1.7039613279217468e-16,5.299774847674394e-10,1787325.004661089,849.9356567948689,1.1470845949334498e-14,2.2941691898668992e-14,0.6037085069434112
0.043613531568229856,0.9290777777777778,0.597812424983372,physical_root,1.3690390351478293e-16,8.440952124872866e-17,5.328418834737005e-10,1778728.6275704287,845.8477783231009,1.1524301133398e-14,2.3048602266796005e-14,0.5978124249833725
0.043613531568229856,0.9340722222222222,0.5920004924411099,physical_root,2.725519733199858e-16,2.5091099889265123e-16,5.357062821799615e-10,1770230.8556321464,841.8067900558178,1.157740148584227e-14,2.3154802971684546e-14,0.5920004924411102
0.043613531568229856,0.9390666666666667,0.5862684505145868,physical_root,2.713166387042963e-16,2.4864165849464605e-16,5.385706808862226e-10,1761829.012487032,837.811419290452,1.1630114673221777e-14,2.3260229346443548e-14,0.5862684505145869
0.043613531568229856,0.9440611111111111,0.5806117531811951,physical_root,1.3505115023899568e-16,8.214031224507228e-17,5.414350795924835e-10,1753520.343769535,833.8603562296877,1.1682401872549621e-14,2.3364803745099245e-14,0.5806117531811953
0.043613531568229856,0.9490555555555555,0.5750254412056871,physical_root,2.6890963112277585e-16,3.2566605135487146e-16,5.442994782987446e-10,1745301.9706744342,829.9522319007864,1.1734215720385888e-14,2.3468431440771782e-14,0.5750254412056874
0.043613531568229856,0.95405,0.5695039600966192,physical_root,2.6773953874436968e-16,3.2283811007815564e-16,5.471638770050056e-10,1737170.8231692014,826.0855863957253,1.178549733700997e-14,2.3570994674019947e-14,0.5695039600966194
0.043613531568229856,0.9590444444444445,0.5640408869082522,physical_root,1.3329662915090597e-16,1.600398383828613e-16,5.500282757112666e-10,1729123.540073447,822.2588213554739,1.1836171855897983e-14,2.3672343711795963e-14,0.564040886908252
0.043613531568229856,0.9640388888888889,0.5586285016252103,physical_root,1.32736247597263e-16,1.5869704586743336e-16,5.528926744175276e-10,1721156.3126027505,818.4701255696034,1.1886141419554156e-14,2.3772282839108314e-14,0.5586285016252103
0.043613531568229856,0.9690333333333333,0.55325707763255,physical_root,2.6437966326330135e-16,2.3608974772484035e-16,5.557570731237887e-10,1713264.6256557473,814.7173519492328,1.1935273621032918e-14,2.3870547242065843e-14,0.5532570776325506
0.043613531568229856,0.9740277777777778,0.5479136255128488,physical_root,0.0,0.0,5.586214718300497e-10,1705442.7999831445,810.9977998123571,1.1983381130015233e-14,2.3966762260030466e-14,0.5479136255128491
0.043613531568229856,0.9790222222222222,0.5425794650202431,physical_root,0.0,0.0,5.614858705363108e-10,1697683.1072916023,807.3077940847403,1.2030182522854558e-14,2.4060365045709117e-14,0.5425794650202435
0.043613531568229856,0.9840166666666667,0.5372249283093645,physical_root,5.226313582216158e-16,5.381814942153023e-16,5.643502692425718e-10,1689973.8392635076,803.6417670511685,1.207521734486516e-14,2.4150434689730332e-14,0.537224928309365
0.043613531568229856,0.9890111111111111,0.5317955098029395,physical_root,1.0416046044349105e-15,1.0688422640385985e-15,5.672146679488328e-10,1682294.2558433316,799.9898560886315,1.2117625469199726e-14,2.4235250938399476e-14,0.5317955098029405
0.043613531568229856,0.9940055555555556,0.5261622839376973,physical_root,2.5959271123730654e-16,2.2761769786172424e-16,5.700790666550938e-10,1674596.4886420504,796.3292981011291,1.2155362936979771e-14,2.4310725873959536e-14,0.5261622839376973
0.043613531568229856,0.999,0.5197063106030003,physical_root,2.5909546720822253e-16,2.267465397904364e-16,5.729434653613549e-10,1666653.7172917735,792.552232057313,1.2178690946948018e-14,2.435738189389604e-14,0.5197063106030005
0.044887069682833,0.1,,not_superradiant,,,6.816262109884427e-11,,,,3.378895466368188e-15,
0.044887069682833,0.10499444444444445,,not_superradiant,,,7.15669653415032e-11,,,,3.5474919012116557e-15,
0.044887069682833,0.1099888888888889,,not_superradiant,,,7.497130958416216e-11,,,,3.716064808948941e-15,
0.044887069682833,0.11498333333333334,,not_superradiant,,,7.83756538268211e-11,,,,3.8846130591799815e-15,
0.044887069682833,0.11997777777777778,,not_superradiant,,,8.177999806948004e-11,,,,4.0531355199081334e-15,
0.044887069682833,0.12497222222222223,,not_superradiant,,,8.518434231213899e-11,,,,4.221631057461013e-15,
0.044887069682833,0.12996666666666667,,not_superradiant,,,8.858868655479793e-11,,,,4.390098536410417e-15,
0.044887069682833,0.13496111111111112,,not_superradiant,,,9.199303079745687e-11,,,,4.5585368194912564e-15,
0.044887069682833,0.13995555555555556,,not_superradiant,,,9.539737504011582e-11,,,,4.726944767519475e-15,
0.044887069682833,0.14495000000000002,,not_superradiant,,,9.880171928277477e-11,,,,4.895321239308883e-15,
0.044887069682833,0.14994444444444444,,not_superradiant,,,1.022060635254337e-10,,,,5.0636650915868756e-15,
0.044887069682833,0.1549388888888889,,not_superradiant,,,1.0561040776809267e-10,,,,5.231975178908967e-15,
0.044887069682833,0.15993333333333334,,not_superradiant,,,1.090147520107516e-10,,,,5.400250353572074e-15,
0.044887069682833,0.16492777777777778,,not_superradiant,,,1.1241909625341055e-10,,,,5.5684894655265205e-15,
0.044887069682833,0.16992222222222222,,not_superradiant,,,1.1582344049606947e-10,,,,5.736691362286679e-15,
0.044887069682833,0.17491666666666666,,not_superradiant,,,1.1922778473872843e-10,,,,5.904854888840216e-15,
0.044887069682833,0.17991111111111113,,no_root,,,1.2263212898138738e-10,,,,6.072978887555833e-15,
0.044887069682833,0.18490555555555555,,no_root,,,1.260364732240463e-10,,,,6.241062198089502e-15,
0.044887069682833,0.1899,,no_root,,,1.2944081746670527e-10,,,,6.409103657289069e-15,
0.044887069682833,0.19489444444444445,,no_root,,,1.3284516170936422e-10,,,,6.577102099097199e-15,
0.044887069682833,0.1998888888888889,,no_root,,,1.3624950595202314e-10,,,,6.745056354452572e-15,
0.044887069682833,0.20488333333333336,,no_root,,,1.3965385019468212e-10,,,,6.912965251189271e-15,
0.044887069682833,0.20987777777777777,,no_root,,,1.4305819443734101e-10,,,,7.080827613934255e-15,
0.044887069682833,0.21487222222222224,,no_root,,,1.4646253867999999e-10,,,,7.24864226400291e-15,
0.044887069682833,0.21986666666666668,,no_root,,,1.4986688292265893e-10,,,,7.416408019292488e-15,
0.044887069682833,0.22486111111111112,,no_root,,,1.5327122716531786e-10,,,,7.584123694173467e-15,
0.044887069682833,0.22985555555555556,,no_root,,,1.5667557140797683e-10,,,,7.751788099378673e-15,
0.044887069682833,0.23485,,no_root,,,1.6007991565063575e-10,,,,7.919400041890082e-15,
0.044887069682833,0.23984444444444444,,no_root,,,1.634842598932947e-10,,,,8.086958324823233e-15,
0.044887069682833,0.2448388888888889,,no_root,,,1.6688860413595365e-10,,,,8.254461747309162e-15,
0.044887069682833,0.24983333333333335,,no_root,,,1.702929483786126e-10,,,,8.421909104373695e-15,
0.044887069682833,0.25482777777777776,,no_root,,,1.7369729262127152e-10,,,,8.589299186814077e-15,
0.044887069682833,0.25982222222222223,,no_root,,,1.771016368639305e-10,,,,8.7566307810728e-15,
0.044887069682833,0.2648166666666667,,no_root,,,1.8050598110658944e-10,,,,8.923902669108459e-15,
0.044887069682833,0.2698111111111111,,no_root,,,1.8391032534924839e-10,,,,9.091113628263639e-15,
0.044887069682833,0.2748055555555555,,no_root,,,1.8731466959190728e-10,,,,9.258262431129592e-15,
0.044887069682833,0.27980000000000005,,no_root,,,1.9071901383456628e-10,,,,9.425347845407677e-15,
0.044887069682833,0.28479444444444446,,no_root,,,1.941233580772252e-10,,,,9.592368633767314e-15,
0.044887069682833,0.2897888888888889,,no_root,,,1.9752770231988413e-10,,,,9.759323553700485e-15,
0.044887069682833,0.29478333333333334,,no_root,,,2.009320465625431e-10,,,,9.92621135737247e-15,
0.044887069682833,0.2997777777777778,,no_root,,,2.0433639080520202e-10,,,,1.0093030791468748e-14,
0.044887069682833,0.3047722222222222,,no_root,,,2.0774073504786097e-10,,,,1.0259780597037929e-14,
0.044887069682833,0.3097666666666667,,no_root,,,2.1114507929051992e-10,,,,1.042645950933051e-14,
0.044887069682833,0.31476111111111116,,no_root,,,2.145494235331789e-10,,,,1.0593066257633309e-14,
0.044887069682833,0.31975555555555557,,no_root,,,2.1795376777583781e-10,,,,1.0759599565099389e-14,
0.044887069682833,0.32475,,no_root,,,2.213581120184967e-10,,,,1.092605814857331e-14,
0.044887069682833,0.32974444444444445,,no_root,,,2.2476245626115568e-10,,,,1.1092440718411483e-14,
0.044887069682833,0.3347388888888889,,no_root,,,2.2816680050381466e-10,,,,1.125874597829744e-14,
0.044887069682833,0.33973333333333333,,no_root,,,2.3157114474647358e-10,,,,1.1424972625051855e-14,
0.044887069682833,0.3447277777777778,,no_root,,,2.3497548898913253e-10,,,,1.1591119348436997e-14,
0.044887069682833,0.34972222222222227,,no_root,,,2.3837983323179153e-10,,,,1.1757184830955463e-14,
0.044887069682833,0.3547166666666667,,no_root,,,2.417841774744504e-10,,,,1.1923167747642947e-14,
0.044887069682833,0.3597111111111111,,no_root,,,2.451885217171093e-10,,,,1.208906676585475e-14,
0.044887069682833,0.3647055555555556,274.8964237714488,root_q_gt_1,0.0,0.0,2.485928659597683e-10,16466055.802411394,8294.154118583456,6.127440272522893e-15,1.2254880545045786e-14,274.8964237714441
0.044887069682833,0.36970000000000003,56.967874949412945,root_q_gt_1,0.0,0.0,2.5199721020242727e-10,9700600.916482924,4886.311573922789,6.210303868271905e-15,1.242060773654381e-14,56.967874949413144
0.044887069682833,0.37469444444444444,31.769192245664783,root_q_gt_1,0.0,0.0,2.554015544450862e-10,7949495.258278562,4004.2581920228245,6.293123491657798e-15,1.2586246983315595e-14,31.76919224566506
0.044887069682833,0.37968888888888885,22.02269694140129,root_q_gt_1,0.0,0.0,2.588058986877451e-10,7004910.947935399,3528.4594979096464,6.375898459862845e-15,1.275179691972569e-14,22.022696941401318
0.044887069682833,0.3846833333333334,16.850374679454454,root_q_gt_1,1.2214063029492165e-16,1.3437240300323978e-16,2.622102429304041e-10,6379441.75857049,3213.403001364901,6.458628085643757e-15,1.2917256171287516e-14,16.850374679454593
0.044887069682833,0.3896777777777778,13.6441207692865,root_q_gt_1,0.0,0.0,2.65614587173063e-10,5920883.089421041,2982.4213795377077,6.541311677203192e-15,1.3082623354406384e-14,13.644120769286499
0.044887069682833,0.3946722222222222,11.461954182001264,root_q_gt_1,3.572767363855754e-16,3.832463193763107e-16,2.6901893141572195e-10,5563398.313769944,2802.3519166452515,6.6239485380570775e-15,1.324789707611415e-14,11.461954182001238
0.044887069682833,0.3996666666666667,9.88078511366075,root_q_gt_1,1.1762565262654277e-16,1.2462175480905264e-16,2.7242327565838095e-10,5272993.921714959,2656.07166511927,6.706537966897552e-15,1.3413075933795102e-14,9.880785113660771
0.044887069682833,0.40466111111111114,8.682372877791604,root_q_gt_1,0.0,0.0,2.758276199010399e-10,5030009.052068877,2533.6772082127554,6.789079257451318e-15,1.3578158514902636e-14,8.682372877791627
0.044887069682833,0.40965555555555555,7.742734040691575,root_q_gt_1,1.1480065112503452e-16,1.187075858310682e-16,2.792319641436988e-10,4822130.9681933625,2428.966469573886,6.87157169833321e-15,1.3743143396666421e-14,7.742734040691604
0.044887069682833,0.41464999999999996,6.9862147630891185,root_q_gt_1,0.0,0.0,2.826363083863577e-10,4641179.44673715,2337.8189704423576,6.954014572894747e-15,1.3908029145789493e-14,6.986214763089113
0.044887069682833,0.4196444444444445,6.3640328984033285,root_q_gt_1,2.2422264300167594e-16,2.2642204547879717e-16,2.860406526290167e-10,4481465.593844288,2257.3691452588328,7.036407159067479e-15,1.4072814318134955e-14,6.364032898403323
0.044887069682833,0.4246388888888889,5.843320233907576,root_q_gt_1,2.2162909107471067e-16,2.2121435477879108e-16,2.8944499687167564e-10,4338886.167588493,2185.550140774979,7.118748729200796e-15,1.4237497458401588e-14,5.843320233907577
0.044887069682833,0.4296333333333333,5.401122436250544,root_q_gt_1,0.0,0.0,2.928493411143346e-10,4210392.117008189,2120.82611265174,7.201038549894085e-15,1.440207709978817e-14,5.401122436250553
0.044887069682833,0.43462777777777784,5.020923300094879,root_q_gt_1,2.166225522748098e-16,2.1133289939602928e-16,2.962536853569936e-10,4093660.8276856607,2062.027131540537,7.283275881822813e-15,1.4566551763645623e-14,5.02092330009489
0.044887069682833,0.43962222222222225,4.690535475810084,root_q_gt_1,2.1420546915206082e-16,2.0664308880707212e-16,2.996580295996525e-10,3986885.519488564,2008.2431001444893,7.365459979558343e-15,1.473091995911669e-14,4.69053547581009
0.044887069682833,0.44461666666666666,4.400769455051343,root_q_gt_1,2.1184326622216454e-16,2.021106050238278e-16,3.030623738423114e-10,3888635.1645643236,1958.753192195323,7.447590091381205e-15,1.4895180182762413e-14,4.40076945505134
0.044887069682833,0.4496111111111111,4.1445652096731,root_q_gt_1,2.0953411795180144e-16,2.965927494657856e-16,3.0646671808497033e-10,3797758.5234855413,1912.9775142836625,7.529665459087398e-15,1.5059330918174792e-14,4.144565209673104
0.044887069682833,0.4546055555555556,3.9164091395700007,root_q_gt_1,0.0,0.0,3.0987106232762933e-10,3713316.7086051977,1870.44313719453,7.611685317787475e-15,1.522337063557495e-14,3.916409139570006
0.044887069682833,0.4596,3.7119326426399066,root_q_gt_1,2.0506808041685035e-16,1.8938950405955631e-16,3.132754065702883e-10,3634534.728799921,1830.759688400654,7.693648895698071e-15,1.538729779139614e-14,3.711932642639912
0.044887069682833,0.4645944444444444,3.5276295595202405,root_q_gt_1,0.0,0.0,3.1667975081294717e-10,3560765.984363228,1793.6014677050384,7.775555413925389e-15,1.5551110827850778e-14,3.5276295595202414
0.044887069682833,0.46958888888888894,3.360653355513091,root_q_gt_1,0.0,0.0,3.2008409505560617e-10,3491465.794795896,1758.694112864523,7.857404086240402e-15,1.5714808172480804e-14,3.3606533555130973
0.044887069682833,0.47458333333333336,3.208668966790894,root_q_gt_1,1.9872568762325697e-16,2.6678355189942513e-16,3.2348843929826507e-10,3426171.3523693937,1725.8045019539932,7.93919411884517e-15,1.5878388237690336e-14,3.208668966790892
0.044887069682833,0.47957777777777777,3.0697428609499595,root_q_gt_1,1.9670073806445846e-16,1.7424958542976518e-16,3.2689278354092396e-10,3364486.3281011875,1694.7329992074679,8.020924710129999e-15,1.604184942026e-14,3.069742860949958
0.044887069682833,0.4845722222222223,2.9422602861908307,root_q_gt_1,1.9471808730711174e-16,1.7075458121282094e-16,3.30297127783583e-10,3306068.900105297,1665.3074247515494,8.102595050420874e-15,1.6205190100841752e-14,2.9422602861908334
0.044887069682833,0.4895666666666667,2.8248621751128247,root_q_gt_1,0.0,0.0,3.337014720262419e-10,3250622.335961977,1637.3783108296063,8.184204321716626e-15,1.6368408643433252e-14,2.824862175112823
0.044887069682833,0.4945611111111111,2.716396464185674,root_q_gt_1,0.0,0.0,3.3710581626890086e-10,3197887.506194962,1610.815130748507,8.265751697415427e-15,1.6531503394830854e-14,2.716396464185675
0.044887069682833,0.49955555555555553,2.6158801273494374,root_q_gt_1,1.8901127819969527e-16,2.4133842363842497e-16,3.4051016051155975e-10,3147636.8754486125,1585.5032721609018,8.347236342029917e-15,1.6694472684059837e-14,2.61588012734944
0.044887069682833,0.50455,2.5224692699936924,root_q_gt_1,1.871854239090903e-16,1.5779884828030751e-16,3.4391450475421875e-10,3099669.6369009307,1561.3415862094266,8.428657410890445e-15,1.6857314821780892e-14,2.5224692699936924
0.044887069682833,0.5095444444444445,2.4354353550938215,root_q_gt_1,0.0,0.0,3.473188489968777e-10,3053807.7401440637,1538.2403867214284,8.510014049835708e-15,1.7020028099671415e-14,2.4354353550938255
0.044887069682833,0.5145388888888889,2.3541461430315795,root_q_gt_1,1.8364168632398912e-16,2.278209076548248e-16,3.507231932395366e-10,3009892.623890119,1516.1198044328403,8.59130539489021e-15,1.7182610789780423e-14,2.3541461430315818
0.044887069682833,0.5195333333333334,2.2780502896225663,root_q_gt_1,0.0,0.0,3.5412753748219565e-10,2967782.5095279403,1494.9084237195586,8.672530571927698e-15,1.7345061143855396e-14,2.278050289622568
0.044887069682833,0.5245277777777778,2.2066648086040304,root_q_gt_1,1.8023508319473542e-16,1.462980162259784e-16,3.5753188172485454e-10,2927350.1445753686,1474.5421459466916,8.753688696319854e-15,1.7507377392639705e-14,2.206664808604031
0.044887069682833,0.5295222222222222,2.1395647957468134,root_q_gt_1,1.7858079225283084e-16,1.4362474320155665e-16,3.6093622596751344e-10,2888480.9097416257,1454.963235972679,8.834778872569449e-15,1.7669557745138895e-14,2.139564795746812
0.044887069682833,0.5345166666666666,2.0763749525166464,root_q_gt_1,1.7695795959141045e-16,2.1153938511584972e-16,3.643405702101724e-10,2851071.221931535,1436.1195177229483,8.915800193926999e-15,1.7831600387854e-14,2.0763749525166486
0.044887069682833,0.5395111111111112,2.0167625520437995,root_q_gt_1,1.7536571594816908e-16,2.0774970646368832e-16,3.6774491445283134e-10,2815027.179703493,1417.9636918904907,8.996751741990055e-15,1.7993503483980114e-14,2.0167625520438004
0.044887069682833,0.5445055555555556,1.9604315689744067,root_q_gt_1,1.7380322407253016e-16,2.0406413865496805e-16,3.7114925869549034e-10,2780263.40858837,1400.4527543088407,9.077632586284024e-15,1.8155265172568046e-14,1.9604315689744074
0.044887069682833,0.5495,1.9071177545548534,root_q_gt_1,0.0,0.0,3.7455360293814923e-10,2746702.072116438,1383.547497794219,9.158441783823555e-15,1.831688356764711e-14,1.9071177545548548
0.044887069682833,0.5544944444444445,1.8565844840171053,root_q_gt_1,0.0,0.0,3.7795794718080823e-10,2714272.020987544,1367.21208357212,9.239178378653288e-15,1.8478356757306576e-14,1.8565844840171062
0.044887069682833,0.5594888888888889,1.8086192385699513,root_q_gt_1,1.692863368051167e-16,1.935953172915717e-16,3.8136229142346713e-10,2682908.0579997897,1351.413671012879,9.319841401366637e-15,1.8639682802733277e-14,1.8086192385699515
0.044887069682833,0.5644833333333333,1.7630306116612438,root_q_gt_1,5.03505211728178e-16,5.074405824862329e-16,3.84766635666126e-10,2652550.3004526063,1336.1220964662862,9.400429868601463e-15,1.8800859737202935e-14,1.763030611661244
0.044887069682833,0.5694777777777777,1.719645750568529,root_q_gt_1,0.0,0.0,3.88170979908785e-10,2623143.625007332,1321.3095936310565,9.480942782511061e-15,1.8961885565022122e-14,1.71964575056853
0.044887069682833,0.5744722222222223,1.6783081612120547,root_q_gt_1,0.0,0.0,3.9157532415144397e-10,2594637.1826073416,1306.9505492141527,9.56137913020895e-15,1.91227582604179e-14,1.6783081612120554
0.044887069682833,0.5794666666666667,1.6388758174181357,root_q_gt_1,0.0,0.0,3.949796683941029e-10,2566983.973171402,1293.021288698616,9.641737883185935e-15,1.928347576637187e-14,1.6388758174181368
0.044887069682833,0.5844611111111111,1.6012195264835614,root_q_gt_1,1.6228336657862154e-16,1.7790946380108862e-16,3.983840126367618e-10,2540140.4714857307,1279.4998879008122,9.722017996697547e-15,1.944403599339509e-14,1.6012195264835622
0.044887069682833,0.5894555555555556,1.5652215114020258,root_q_gt_1,1.6095558623485768e-16,1.7501011169999085e-16,4.017883568794208e-10,2514066.2971151806,1266.366006700647,9.802218409119998e-15,1.960443681824e-14,1.5652215114020271
0.044887069682833,0.59445,1.530774176968494,root_q_gt_1,1.596506620045601e-16,1.7218387643622256e-16,4.0519270112207976e-10,2488723.922296486,1253.6007419038167,9.882338041272631e-15,1.9764676082545266e-14,1.5307741769684953
0.044887069682833,0.5994444444444444,1.4977790325266063,root_q_gt_1,4.751040844460845e-16,5.082850158272547e-16,4.0859704536473866e-10,2464078.4127164497,1241.1864966686032,9.962375795704614e-15,1.9924751591409218e-14,1.497779032526605
0.044887069682833,0.6044388888888889,1.4661457486389116,root_q_gt_1,1.5710713779564453e-16,1.6674117856639589e-16,4.120013896073976e-10,2440097.1968550333,1229.1068643211606,1.0042330555943476e-14,2.0084661111886955e-14,1.4661457486389127
