point_id,alpha,chi,initial,final,kind,support,support_inner_M,support_outer_M,relative_amplitude,absolute_amplitude,omega_res_M,physical_kernel_abs,support_physical_kernel_abs,direct_pure_gauge_kernel_real,direct_pure_gauge_kernel_imag,direct_pure_gauge_kernel_abs,green_pure_gauge_kernel_abs,shifted_support_kernel_abs,ward_evaluation,frequency_convention,amplitude_evaluation,ward_radial_nodes,ward_angular_nodes,pure_gauge_residual,invariance_residual,superposition_residual,green_cross_residual,off_0.99_residual,off_0.99_green_cross_residual,off_0.99_response_abs,off_1.01_residual,off_1.01_green_cross_residual,off_1.01_response_abs,audit_maximum_superposition_residual,audit_maximum_green_cross_residual
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,radial,near_horizon,3.8831391096005925,11.883139109600592,0.1,283.8835556965472,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,0.0022011746426548093,-1.517384587408809e-16,-5.59310709362063e-16,5.795282818535711e-16,0.0,0.0022011746426551346,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,2.63215676118959e-19,2.6294522078194554e-19,2.909671484982786e-22,2.63215676118959e-19,9.52493112879787e-13,2.0796509740273214e-13,2.0971269846979416e-09,9.523213084537159e-13,7.277953580325398e-14,2.096748718762858e-09,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,radial,near_horizon,3.8831391096005925,11.883139109600592,1.0,2838.835556965472,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,0.0022011746426548093,-1.5173845874088088e-15,-5.593107093620629e-15,5.79528281853571e-15,0.0,0.0022011746426580593,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,2.63215676118959e-18,2.6295908454214326e-18,2.8831991367188145e-21,2.63215676118959e-18,9.524931128797871e-12,2.0796509664608385e-12,2.0971269846979418e-08,9.523213084537159e-12,7.277953430805967e-13,2.096748718762858e-08,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,radial,cloud_core,70.4516225211959,246.5806788241856,0.1,1704757.3910321798,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,1575.2131043098236,6.036454009503539e-12,-1.1324411439334427e-11,1.283281229723944e-11,0.0,1575.2131043098116,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,5.828528945165503e-15,5.874431259327122e-15,6.28293034054357e-17,5.828528945165503e-15,2.5165612802945294e-06,1.216410627142747e-11,0.0055407734693171794,2.5073947045950705e-06,3.3246410224849037e-12,0.005520591199233892,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,radial,cloud_core,70.4516225211959,246.5806788241856,1.0,17047573.9103218,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,1575.2131043098236,6.036454009503538e-11,-1.1324411439334426e-10,1.283281229723944e-10,0.0,1575.213104309703,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,5.828528945165502e-14,5.838774607268739e-14,6.440485360529983e-16,5.828528945165502e-14,2.516561280294529e-05,1.216405961866385e-11,0.05540773469317179,2.5073947045950703e-05,3.3246119948080824e-12,0.055205911992338916,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,polar,near_horizon,3.8831391096005925,11.883139109600592,0.1,456.67682279448275,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,0.0022011746426548093,-6.317504000665538e-17,-3.288440079494564e-16,3.348573834397334e-16,0.0,0.0022011746426549776,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.5208871653960993e-19,1.52909411851578e-19,8.278322445927564e-22,1.5208871653960993e-19,7.357048817793662e-13,4.129297065081416e-14,1.6198191246640973e-09,7.355721812265435e-13,4.2851215841321775e-14,1.6195269546668072e-09,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,polar,near_horizon,3.8831391096005925,11.883139109600592,1.0,4566.768227944827,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,0.0022011746426548093,-6.317504000665537e-16,-3.288440079494564e-15,3.3485738343973343e-15,0.0,0.0022011746426564877,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.5208871653960995e-18,1.5291757556037297e-18,8.301840751887761e-21,1.5208871653960995e-18,7.357048817793662e-12,4.1292968560145536e-13,1.619819124664097e-08,7.355721812265434e-12,4.285121289383807e-13,1.619526954666807e-08,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,polar,cloud_core,70.4516225211959,246.5806788241856,0.1,71183829.7791899,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,1575.2131043098236,-8.122199371312701e-12,1.486515602377287e-11,1.6939391554553052e-11,0.0,1575.2131043098395,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,7.693694234929583e-15,7.66089518304358e-15,3.9108446233531566e-17,7.693694234929583e-15,3.1412473038957745e-06,1.0744892498376503e-11,0.006916159705021296,3.1298053090514354e-06,4.95616444859853e-12,0.006890967589905324,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,polar,cloud_core,70.4516225211959,246.5806788241856,1.0,711838297.791899,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,1575.2131043098236,-8.122199371312701e-11,1.4865156023772868e-10,1.6939391554553051e-10,0.0,1575.2131043099828,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,7.693694234929581e-14,7.69835459430528e-14,5.958231238986224e-17,7.693694234929581e-14,3.1412473038957746e-05,1.0744890049080203e-11,0.06916159705021296,3.129805309051435e-05,4.95617831632804e-12,0.06890967589905324,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,axial,near_horizon,3.8831391096005925,11.883139109600592,0.1,955.7597626511212,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,0.0022011746426548093,9.48406629089648e-18,-7.809605302759874e-18,1.2285660275093644e-17,0.0,0.002201174642654801,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,5.5800182271237036e-21,6.749210732590037e-21,1.255502566099929e-21,5.5800182271237036e-21,5.473511103246586e-22,5.47351106604108e-14,1.205116098000692e-18,5.149894483976637e-22,5.1498944736209655e-14,1.1338646489570512e-18,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,axial,near_horizon,3.8831391096005925,11.883139109600592,1.0,9557.597626511211,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,0.0022011746426548093,9.484066290896479e-17,-7.809605302759874e-17,1.2285660275093644e-16,0.0,0.002201174642654722,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,5.580018227123703e-20,6.770984345927089e-20,1.2771483642224437e-20,5.580018227123703e-20,5.4735111032465866e-21,5.47351106604108e-13,1.2051160980006921e-17,5.1498944839766394e-21,5.149894473620966e-13,1.1338646489570516e-17,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,axial,cloud_core,70.4516225211959,246.5806788241856,0.1,149023461.6695835,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,1575.2131043098236,-4.861355815558286e-13,-5.5368519849434634e-14,4.89278526654237e-13,0.0,1575.2131043098236,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,2.2222518250856185e-16,2.710856979150551e-16,5.622540085244356e-17,2.2222518250856185e-16,5.857668921820065e-18,5.857681806638158e-10,1.2896970484368993e-14,5.696719525552328e-18,5.696724294527866e-10,1.2542604329359835e-14,,
a0.250000_32+2_30+0,0.25,0.4691111948076628,32+2,30+0,axial,cloud_core,70.4516225211959,246.5806788241856,1.0,1490234616.6958349,"{""imag"": 9.34665864205166e-05, ""real"": 4.88162443629675e-05}",2201.724040142868,1575.2131043098236,-4.861355815558286e-12,-5.536851984943463e-13,4.89278526654237e-12,0.0,1575.2131043098254,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,2.2222518250856185e-15,2.7421493577244715e-15,8.333844738615152e-16,2.2222518250856185e-15,5.857668921820063e-17,5.857681806638156e-09,1.2896970484368988e-13,5.696719525552328e-17,5.6967242945278655e-09,1.2542604329359834e-13,,
a0.450000_43+3_41+1,0.45,0.5474328233088946,43+3,41+1,temporal,near_horizon,3.836849630437902,11.836849630437902,0.1,1799.2506360673578,"{""imag"": 7.946804142606315e-05, ""real"": 0.00030908966757034473}",1055.8734456891168,0.00971749421819556,3.240468263160625e-14,-3.3944045218510567e-15,3.258198027304489e-14,0.0,0.009717494218163862,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,3.085784608569281e-17,3.069376539151325e-17,1.6625068682932919e-19,3.085784608569281e-17,4.2148086177706275e-10,1.3397643114491947e-11,4.450304498165656e-07,4.2140532807257283e-10,1.2864285109055831e-11,4.4495069578374016e-07,5.291530914571605e-14,2.609157861370262e-08
a0.450000_43+3_41+1,0.45,0.5474328233088946,43+3,41+1,temporal,near_horizon,3.836849630437902,11.836849630437902,1.0,17992.50636067358,"{""imag"": 7.946804142606315e-05, ""real"": 0.00030908966757034473}",1055.8734456891168,0.00971749421819556,3.240468263160625e-13,-3.3944045218510567e-14,3.2581980273044894e-13,0.0,0.009717494217878594,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,3.085784608569281e-16,3.069328171221592e-16,1.6674627589888602e-18,3.085784608569281e-16,4.2148086177706266e-09,1.339764330174028e-10,4.4503044981656555e-06,4.214053280725727e-09,1.2864285027644527e-10,4.4495069578374006e-06,,
a0.450000_43+3_41+1,0.45,0.5474328233088946,43+3,41+1,temporal,cloud_core,33.11158975682081,115.89056414887283,0.1,15697173.10372739,"{""imag"": 7.946804142606315e-05, ""real"": 0.00030908966757034473}",1055.8734456891168,671.5984864268461,-1.3203978570135543e-07,-6.515842839579676e-09,1.32200458455975e-07,0.0,671.5984864451759,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.2520483301831144e-10,1.251999160201269e-10,5.2746094845164985e-15,1.2520483301831144e-10,0.006570135315859716,1.1262440143844778e-11,6.937231414600553,0.006564894811598169,1.1545441810611986e-11,6.931698105308763,,
a0.450000_43+3_41+1,0.45,0.5474328233088946,43+3,41+1,temporal,cloud_core,33.11158975682081,115.89056414887283,1.0,156971731.03727388,"{""imag"": 7.946804142606315e-05, ""real"": 0.00030908966757034473}",1055.8734456891168,671.5984864268461,-1.3203978570135543e-06,-6.515842839579676e-08,1.3220045845597498e-06,0.0,671.5984866101447,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.2520483301831143e-09,1.251999103958168e-09,5.291530914571605e-14,1.2520483301831143e-09,0.06570135315859717,1.1262362850080625e-11,69.37231414600552,0.06564894811598168,1.1545418448299853e-11,69.31698105308763,,
a0.450000_43+3_41+1,0.45,0.5474328233088946,43+3,41+1,radial,near_horizon,3.836849630437902,11.836849630437902,0.1,281.1646179096134,"{""imag"": 7.946804142606315e-05, ""real"": 0.00030908966757034473}",1055.8734456891168,0.00971749421819556,-1.5320734867229322e-16,-1.6619318719637322e-15,1.6689787412474938e-15,0.0,0.009717494218195878,direct production delta Box,complex on-shell QBS pole difference,unit metric projected directly; requested amplitude restored by exact linear scaling,240,16,1.5806617242450238e-18,1.5770991692532805e-18,7.678651514667222e-21,1.5806617242450238e-18,2.8530547303480023e-11,2.493265766965009e-12,3.012464728872179e-08,2.852543416789614e-11,1.4494235237853294e-12,3.011924846463456e-08,,
