x,omega_M,population_211,population_21m1,norm
-10145.082475616733,8.011551865103703e-08,0.9999294911457572,5.425066000892553e-05,0.9999837418057662
-10145.082466516138,8.011551865317601e-08,0.999926277073361,5.734996204426123e-05,0.9999836270354052
-10145.082457415543,8.011551865531499e-08,0.9999232797747262,6.022634141821901e-05,0.9999835061161444
-10145.082448314948,8.011551865745399e-08,0.9999205299480715,6.284958977780013e-05,0.9999833795378492
-10145.082439214353,8.011551865959297e-08,0.9999180556173809,6.519223235931574e-05,0.9999832478497402
-10145.082430113758,8.011551866173196e-08,0.9999158818422039,6.722981226965031e-05,0.9999831116544736
-10145.082421013163,8.011551866387094e-08,0.9999140304593314,6.894114234079935e-05,0.9999829716016722
-10145.082411912568,8.011551866600994e-08,0.9999125198590058,7.030852196686695e-05,0.9999828283809726
-10145.082402811973,8.011551866814892e-08,0.9999113647979581,7.131791670751468e-05,0.9999826827146656
-10145.082393711378,8.01155186702879e-08,0.9999105762511662,7.195909883927216e-05,0.9999825353500055
-10145.082383867926,8.011551867260149e-08,0.9999101440492212,7.223087924860215e-05,0.9999823749284698
-10145.082375101736,8.011551867466189e-08,0.9999101302043444,7.210173279633371e-05,0.9999822319371408
-10145.082364143998,8.011551867723737e-08,0.9999106027595801,7.145136410701894e-05,0.9999820541236871
-10145.08235318626,8.011551867981285e-08,0.9999116104330538,7.026815000713872e-05,0.9999818785830609
-10145.082342228523,8.011551868238834e-08,0.9999131356549801,6.857095777619519e-05,0.9999817066127563
-10145.082331270785,8.011551868496383e-08,0.999915152986758,6.638646705204608e-05,0.9999815394538101
-10145.082320313048,8.011551868753932e-08,0.9999176295293315,6.374874263259259e-05,0.9999813782719641
-10145.08230935531,8.01155186901148e-08,0.9999205254445971,6.069869542976532e-05,0.9999812241400269
-10145.082298397572,8.011551869269028e-08,0.9999237945816057,5.728344009329173e-05,0.999981078021699
-10145.082287439835,8.011551869526577e-08,0.9999273851977263,5.355555938037442e-05,0.9999809407571066
-10145.082276482097,8.011551869784126e-08,0.9999312407635114,4.9572286748160466e-05,0.9999808130502595
-10145.08226552436,8.011551870041674e-08,0.9999353008387545,4.5394619867708757e-05,0.9999806954586222
-10145.082254566621,8.011551870299223e-08,0.9999395020061674,4.108637878283222e-05,0.9999805883849503
-10145.082243608884,8.011551870556772e-08,0.9999437788482626,3.671322324952416e-05,0.9999804920715121
-10145.082232651146,8.011551870814321e-08,0.9999480649523993,3.234164437978151e-05,0.9999804065967791
-10145.082221693408,8.011551871071869e-08,0.9999522939285587,2.803794606907422e-05,0.9999803318746278
